,Model,Precision,Device,Loading Time,Inference Time
0,Face_Detection,FP32,GPU,29.558021068572998,0.02651667594909668
1,Head_Pose,FP32,GPU,5.684470891952515,0.002997159957885742
2,Facial_Landmark,FP32,GPU,3.9488205909729004,0.0015022754669189453
3,Gaze_Estimation,FP32,GPU,6.7068047523498535,0.0024673938751220703
